SKU,Old_Photo_Name,New_Photo_Name,Category,Name,Description,Metal,Size,Price,MSRP,Cost,Notes,Status,Pricing_Visual_Description,Est_Retail_Price,Pricing_Strategy_Notes
26-SET-004,jewelry_photo_029.jpg,26-SET-004.jpg,Set,Set - 26-SET-004,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Silver Chain w/ Purple Stone Beads,$24.00 – $36.00,Looks like faux Agate or Amethyst. Good color value.
26-SET-005,jewelry_photo_047.jpg,26-SET-005.jpg,Set,Set - 26-SET-005,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Triple Strand Pink Bead Necklace,$26.00 – $38.00,"Classic ""Preppy"" style. Great for spring/summer."
26-SET-006,jewelry_photo_050.jpg,26-SET-006.jpg,Set,Set - 26-SET-006,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Long Champagne/Gold Bead Strand,$22.00 – $32.00,Neutral basic. Easy upsell item.
26-SET-007,jewelry_photo_080.jpg,26-SET-007.jpg,Set,Set - 26-SET-007,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,(Looks like Bracelet) Gold/Crystal Link,$24.00 – $38.00,"""Tennis Bracelet"" style. High bling factor."
26-SET-008,jewelry_photo_081.jpg,26-SET-008.jpg,Set,Set - 26-SET-008,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Multi-Color Seed Bead Torsade,$24.00 – $36.00,"""Rainbow"" style. Fun, casual, festival wear."
26-SET-009,jewelry_photo_084.jpg,26-SET-009.jpg,Set,Set - 26-SET-009,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,Classic White Pearl Strand,$24.00 – $36.00,Wardrobe staple. Always price firmly; they sell.
26-SET-010,jewelry_photo_087.jpg,26-SET-010.jpg,Set,Set - 26-SET-010,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,(Looks like Bracelet) Silver Heart Toggle,$18.00 – $28.00,"""Tiffany inspired"" heart tag style. Very popular."
26-SET-011,jewelry_photo_090.jpg,26-SET-011.jpg,Set,Set - 26-SET-011,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Chunky Pearl & Gold Chain Bib,$32.00 – $48.00,"Statement Piece. ""Chanel"" vibe. High perceived value."
26-SET-012,jewelry_photo_1001.jpg,26-SET-012.jpg,Set,Set - 26-SET-012,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Layered Silver Chain w/ Pink Beads,$22.00 – $32.00,Sweet/Feminine style. Good gift item.
26-SET-013,jewelry_photo_1018.jpg,26-SET-013.jpg,Set,Set - 26-SET-013,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Gunmetal/Silver Spike Fringe Bib,$28.00 – $42.00,Edgy/Rocker style. Niche but loyal buyers.
26-SET-014,jewelry_photo_1026.jpg,26-SET-014.jpg,Set,Set - 26-SET-014,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Pink Crystal/Floral Statement,$34.00 – $52.00,Evening/Prom wear. Rhinestones justify higher price.
26-SET-015,jewelry_photo_1033.jpg,26-SET-015.jpg,Set,Set - 26-SET-015,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Gold Chain w/ Amber/Orange Stones,$24.00 – $36.00,Fall colors. Looks like vintage glass.
26-SET-016,jewelry_photo_218.jpg,26-SET-016.jpg,Set,Set - 26-SET-016,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Silver Rhinestone V-Necklace,$24.00 – $38.00,Simple evening sparkle.
26-SET-017,jewelry_photo_266.jpg,26-SET-017.jpg,Set,Set - 26-SET-017,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Long Silver Chain w/ Black & Clear,$22.00 – $32.00,Y-Necklace/Lariat style.
26-SET-018,jewelry_photo_269.jpg,26-SET-018.jpg,Set,Set - 26-SET-018,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Multi-Strand Gold Chain Drape,$24.00 – $38.00,"""Waterfall"" effect. Looks substantial on."
26-SET-019,jewelry_photo_283.jpg,26-SET-019.jpg,Set,Set - 26-SET-019,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Turquoise & Bronze Seed Bead,$24.00 – $36.00,Western/Boho style.
26-SET-020,jewelry_photo_285.jpg,26-SET-020.jpg,Set,Set - 26-SET-020,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Silver Chunky Curb Chain,$20.00 – $30.00,Classic choker length. Unisex appeal.
26-SET-021,jewelry_photo_296.jpg,26-SET-021.jpg,Set,Set - 26-SET-021,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,Silver Rigid Collar/Omega,$18.00 – $28.00,Minimalist/Modern.
26-SET-022,jewelry_photo_315.jpg,26-SET-022.jpg,Set,Set - 26-SET-022,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Gold Chain w/ Crystal Flower,$22.00 – $32.00,Vintage aesthetic.
26-SET-023,jewelry_photo_324.jpg,26-SET-023.jpg,Set,Set - 26-SET-023,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,Silver Charm Necklace (Boho),$20.00 – $30.00,Eclectic mix of charms.
26-SET-024,jewelry_photo_327.jpg,26-SET-024.jpg,Set,Set - 26-SET-024,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Gold Triangle/Pyramid Pendant,$18.00 – $28.00,Geometric/Modern. Simple everyday piece.
26-SET-025,jewelry_photo_334.jpg,26-SET-025.jpg,Set,Set - 26-SET-025,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Pink Pendant on Cord,$18.00 – $26.00,"Simple, casual style. Good for younger demographic."
26-SET-026,jewelry_photo_335.jpg,26-SET-026.jpg,Set,Set - 26-SET-026,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Chunky Light Blue Beads,$24.00 – $36.00,Pastel color is great for spring/summer.
26-SET-027,jewelry_photo_358.jpg,26-SET-027.jpg,Set,Set - 26-SET-027,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Red Beads with Black Cord,$20.00 – $30.00,Bold contrast. Casual statement piece.
26-SET-028,jewelry_photo_406.jpg,26-SET-028.jpg,Set,Set - 26-SET-028,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Classic Single Strand Pearls,$24.00 – $38.00,Timeless staple. Always popular for formal wear.
26-SET-029,jewelry_photo_442.jpg,26-SET-029.jpg,Set,Set - 26-SET-029,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Long Chain with Peach Stones,$22.00 – $32.00,Delicate and versatile. Good layering piece.
26-SET-030,jewelry_photo_463.jpg,26-SET-030.jpg,Set,Set - 26-SET-030,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Black Beaded Choker,$18.00 – $28.00,Gothic or Victorian vibe. Niche appeal.
26-SET-031,jewelry_photo_476.jpg,26-SET-031.jpg,Set,Set - 26-SET-031,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,Silver Chain with Purple Pendant,$20.00 – $30.00,"Simple, elegant gift item."
26-SET-032,jewelry_photo_521.jpg,26-SET-032.jpg,Set,Set - 26-SET-032,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Black and Silver Geometric Necklace,$24.00 – $34.00,"Modern, abstract design. Good for office wear."
26-SET-033,jewelry_photo_550.jpg,26-SET-033.jpg,Set,Set - 26-SET-033,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Lariat with Amber Bead,$22.00 – $32.00,Trendy Y-shape. Autumn colors.
26-SET-034,jewelry_photo_574.jpg,26-SET-034.jpg,Set,Set - 26-SET-034,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,Long Silver Chain with Rectangles,$24.00 – $36.00,Geometric links are very current.
26-SET-035,jewelry_photo_577.jpg,26-SET-035.jpg,Set,Set - 26-SET-035,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Simple Silver Chain,$15.00 – $22.00,Basic essential. Can be sold as unisex.
26-SET-036,jewelry_photo_589.jpg,26-SET-036.jpg,Set,Set - 26-SET-036,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,Gold Chain with Iridescent Pendant,$22.00 – $34.00,"Eye-catching stone. ""Magical"" look."
26-SET-037,jewelry_photo_619.jpg,26-SET-037.jpg,Set,Set - 26-SET-037,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Silver Lariat with Pearl Drops,$24.00 – $38.00,Elegant and feminine. Good for weddings.
26-SET-038,jewelry_photo_647.jpg,26-SET-038.jpg,Set,Set - 26-SET-038,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Multi-Strand Silver Chain Bib,$28.00 – $45.00,"Statement Piece. ""Waterfall"" look adds perceived value."
26-SET-039,jewelry_photo_671.jpg,26-SET-039.jpg,Set,Set - 26-SET-039,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Pink Beaded Necklace,$20.00 – $30.00,Fun pop of color.
26-SET-040,jewelry_photo_672.jpg,26-SET-040.jpg,Set,Set - 26-SET-040,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,Large Yellow Pendant on Cord,$22.00 – $32.00,"Bold, earthy style. Boho appeal."
26-SET-041,jewelry_photo_673.jpg,26-SET-041.jpg,Set,Set - 26-SET-041,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,"White Beaded ""Tie"" Necklace",$24.00 – $36.00,Unique shape. Woven beadwork looks handcrafted.
26-SET-042,jewelry_photo_703.jpg,26-SET-042.jpg,Set,Set - 26-SET-042,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,Silver Snowflake/Flower Pendant,$20.00 – $30.00,Seasonal (Winter) or nature-themed.
26-SET-043,jewelry_photo_794.jpg,26-SET-043.jpg,Set,Set - 26-SET-043,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,,,
26-SET-044,jewelry_photo_796.jpg,26-SET-044.jpg,Set,Set - 26-SET-044,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,,,
26-SET-045,jewelry_photo_808.jpg,26-SET-045.jpg,Set,Set - 26-SET-045,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,,,
26-SET-046,jewelry_photo_841.jpg,26-SET-046.jpg,Set,Set - 26-SET-046,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,,,
26-SET-047,jewelry_photo_854.jpg,26-SET-047.jpg,Set,Set - 26-SET-047,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,,,
26-SET-048,jewelry_photo_856.jpg,26-SET-048.jpg,Set,Set - 26-SET-048,"Coordinated jewelry set featuring matching pieces with consistent design elements. This ensemble creates a polished, put-together look perfect for special occasions or gifting.",,,,,,,Active,,,
26-SET-049,jewelry_photo_890.jpg,26-SET-049.jpg,Set,Set - 26-SET-049,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,,,
26-SET-050,jewelry_photo_933.jpg,26-SET-050.jpg,Set,Set - 26-SET-050,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,,,
26-SET-051,jewelry_photo_935.jpg,26-SET-051.jpg,Set,Set - 26-SET-051,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,,,
26-SET-052,jewelry_photo_946.jpg,26-SET-052.jpg,Set,Set - 26-SET-052,"Elegant jewelry set showcasing unified design and quality craftsmanship across multiple pieces. Perfect for creating a sophisticated, cohesive look.",,,,,,,Active,,,
26-SET-053,jewelry_photo_949.jpg,26-SET-053.jpg,Set,Set - 26-SET-053,Complete jewelry set with complementary pieces that work beautifully together. The coordinated styling creates effortless elegance.,,,,,,,Active,,,
26-SET-054,jewelry_photo_979.jpg,26-SET-054.jpg,Set,Set - 26-SET-054,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,,,
26-SET-055,jewelry_photo_999.jpg,26-SET-055.jpg,Set,Set - 26-SET-055,Stunning jewelry set with harmonious styling and beautiful details. This collection offers versatile pieces that shine individually or together.,,,,,,,Active,,,
